home,away,liga,data,hora,btts_liga,over_2.5_liga,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
CSKA Moscou,Orenburg,Rússia - Campeonato Russo,"Dom, 04 Agosto 2024",09:30,50%,56%,V E,,V E,E V,E V,,2,0,2,2,2,0,50%,0%,50%,1.5,0,1.5,1.5,0,1.5,0,0,0,0%,0%,0%,100%,0%,100%,50%,0%,50%,50%,0%,50%,0.44,0,0.94,0.55,0,1.05,50%,50%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,50%,50%,0%,50%,50%,0%,1.48,1.98,0,0.86,1.36,0
Fakel,Krasnodar,Rússia - Campeonato Russo,"Dom, 04 Agosto 2024",11:30,50%,56%,D D,D,D,E E,E,E,0,0,0,1,1,1,0%,0%,0%,3,2,4,0.5,0,1,2.5,2,3,50%,0%,100%,0%,0%,0%,50%,100%,0%,0%,0%,0%,0.92,0.5,1.32,1.56,1.58,1.53,0%,0%,0%,1,0,2,0.5,0,1,0.5,1,1,50%,0%,100%,50%,100%,0%,50%,100%,0%,50%,0%,100%,1.17,1.21,1.14,1.09,0.98,1.2
Akhmat Grozny,Lokomotiv Moskva,Rússia - Campeonato Russo,"Dom, 04 Agosto 2024",14:30,50%,56%,E E,E,E,D V,V,D,1,1,1,1.5,3,0,0%,0%,0%,1,2,0,0.5,1,0,0.5,1,0,50%,100%,0%,50%,0%,100%,50%,0%,100%,0%,0%,0%,1.07,1.2,0.95,1.55,1.14,1.96,50%,100%,0%,4.5,5,4,2,3,1,2.5,3,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,100%,0%,2.05,2.18,1.91,1.45,1.41,1.49
Makhachkala,Olimpiyets,Rússia - Campeonato Russo,"Dom, 04 Agosto 2024",14:30,50%,56%,E E,,E E,D D,D D,,1,0,1,0,0,0,0%,0%,0%,1,0,1,0.5,0,0.5,0.5,0,0.5,50%,0%,50%,50%,0%,50%,50%,0%,50%,50%,0%,50%,0.62,0,1.12,0.98,0,1.48,0%,0%,0%,4.5,4.5,0,1,1,0,3.5,0,0,50%,50%,0%,0%,0%,0%,50%,50%,0%,50%,50%,0%,0.63,1.13,0,0.83,1.33,0
Shinnik,FK Sochi,Rússia - 2ª Divisão da Rússia,"Dom, 04 Agosto 2024",11:30,38%,34%,D D D,D D,D,D E D,D E,D,0,0,0,0.33,0.5,0,0%,0%,0%,2,1.5,3,0.33,0,1,1.67,1.5,2,33%,0%,100%,0%,0%,0%,67%,100%,0%,33%,0%,100%,1.01,1.17,0.72,0.83,0.84,0.81,0%,0%,0%,2.33,2.5,2,0.67,1,0,1.67,2,2,67%,100%,0%,0%,0%,0%,33%,0%,100%,33%,50%,0%,0.95,1.01,0.85,0.69,0.61,0.86
Neftekhimik,Rotor Volgograd,Rússia - 2ª Divisão da Rússia,"Dom, 04 Agosto 2024",12:00,38%,34%,D V V,V V,D,D E V,D E,V,2,3,0,1.33,0.5,3,67%,100%,0%,3.33,3,4,1.67,2.5,0,1.67,0.5,4,33%,50%,0%,33%,50%,0%,33%,0%,100%,33%,50%,0%,1.33,1.54,0.91,1.22,1.13,1.41,33%,0%,100%,1.33,1.5,1,0.67,0.5,1,0.67,0,0,33%,50%,0%,33%,0%,100%,33%,50%,0%,33%,0%,100%,1.03,1.1,0.89,1.37,1.36,1.4
Rodina Moskva,KAMAZ,Rússia - 2ª Divisão da Rússia,"Dom, 04 Agosto 2024",14:00,38%,34%,V V E,V E,V,D D D,,D D D,2.33,2,3,0,0,0,67%,50%,100%,0.67,0.5,1,0.67,0.5,1,0,0,0,0%,0%,0%,100%,100%,100%,33%,50%,0%,67%,50%,100%,0.9,0.76,1.19,0.93,0.96,0.88,0%,0%,0%,1.67,0,1.67,0.33,0,0.33,1.33,1.33,1.33,33%,0%,33%,0%,0%,0%,67%,0%,67%,0%,0%,0%,0.71,0,1.04,0.63,0,0.96
Bačka Topola,Spartak Subotica,Sérvia - Campeonato Sérvio,"Dom, 04 Agosto 2024",12:30,53%,47%,D V,V,D,E D,E,D,1.5,3,0,0.5,1,0,50%,100%,0%,1,1,1,0.5,1,0,0.5,0,1,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,1.49,1.78,1.21,1.55,1.43,1.68,0%,0%,0%,3.5,2,5,1.5,1,2,2,3,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.22,0.95,1.49,1.66,1.72,1.59
Partizan,Železničar Pančevo,Sérvia - Campeonato Sérvio,"Dom, 04 Agosto 2024",15:00,53%,47%,V V,,V V,E V,E,V,3,0,3,2,1,3,100%,0%,100%,2.5,0,2.5,2.5,0,2.5,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,1.04,0,1.54,0.28,0,0.78,50%,0%,100%,3.5,2,5,2,1,3,1.5,2,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,1.43,1.6,1.25,1.11,0.46,1.76
Čukarički,Vojvodina,Sérvia - Campeonato Sérvio,"Dom, 04 Agosto 2024",15:00,53%,47%,E V,V,E,V,,V,2,3,1,3,0,3,50%,100%,0%,2,2,2,1.5,2,1,0.5,0,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,0.72,0,1.72,-0.05,0,0.95,100%,0%,100%,4,0,4,3,0,3,1,1,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.59,0,1.59,0.24,0,1.24
Radnički Kragujevac,Radnički Niš,Sérvia - Campeonato Sérvio,"Dom, 04 Agosto 2024",16:00,53%,47%,D,D,,V D,V,D,0,0,0,1.5,3,0,0%,0%,0%,5,5,0,2,2,0,3,3,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.76,1.76,0,0.25,1.25,0,50%,100%,0%,1.5,1,2,0.5,1,0,1,2,2,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,0.68,1.68,0,0.21,1.21,0
Zemun,Javor Ivanjica,Sérvia - 2ª Divisão da Sérvia,"Dom, 04 Agosto 2024",12:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Djurgården,IFK Göteborg,Suécia - Campeonato Sueco,"Dom, 04 Agosto 2024",09:00,52%,62%,V D V V D,V D V V V,V D V V V,D E V D V,D E V V D,V D D E D,2.13,2,2.25,1.13,1,1.25,69%,63%,75%,2.88,2.25,3.5,1.94,1.38,2.5,0.94,0.88,1,38%,13%,63%,44%,63%,25%,19%,25%,13%,75%,63%,88%,1.59,1.58,1.61,1.19,1.14,1.24,31%,25%,38%,2.75,2.75,2.75,1.13,1,1.25,1.63,1.5,1.5,44%,50%,38%,31%,25%,38%,25%,25%,25%,50%,50%,50%,1.47,1.21,1.72,1.53,1.58,1.47
Värnamo,Sirius,Suécia - Campeonato Sueco,"Dom, 04 Agosto 2024",09:00,52%,62%,D E D V D,E V D D E,D D V V V,V D V D V,D V V E E,V D D V D,1.13,0.63,1.63,1.31,1.38,1.25,31%,13%,50%,2.63,3,2.25,1.19,1,1.38,1.44,2,0.88,44%,63%,25%,25%,13%,38%,31%,25%,38%,38%,25%,50%,1.3,1.28,1.33,1.47,1.42,1.53,38%,38%,38%,3.13,3.5,2.75,1.56,2,1.13,1.56,1.63,1.63,50%,50%,50%,19%,25%,13%,38%,38%,38%,50%,63%,38%,1.4,1.6,1.19,1.65,1.68,1.62
Kalmar,Hammarby,Suécia - Campeonato Sueco,"Dom, 04 Agosto 2024",11:30,52%,62%,D V D V D,V D D E V,D V D V D,V V D E V,V D V V D,V E V D V,1,0.88,1.13,1.75,2.25,1.25,31%,25%,38%,3.38,3.25,3.5,1.31,1.38,1.25,2.06,1.88,2.25,63%,63%,63%,6%,0%,13%,31%,38%,25%,38%,25%,50%,1.18,1.24,1.12,1.62,1.59,1.66,56%,75%,38%,2.63,2.88,2.38,1.63,2.13,1.13,1,1.25,1.25,44%,50%,38%,38%,38%,38%,25%,13%,38%,63%,75%,50%,1.47,1.57,1.38,1.5,1.4,1.61
Skövde AIK,Örgryte,Suécia - 2ª Divisão da Suécia,"Dom, 04 Agosto 2024",08:00,55%,48%,D V D D D,V D D D V,D D E V D,V E V D E,V V E V D,E D D D V,1.13,1.38,0.88,1.06,1.22,0.86,31%,38%,25%,1.94,1.25,2.63,0.63,0.5,0.75,1.31,0.75,1.88,25%,13%,38%,44%,63%,25%,44%,50%,38%,44%,50%,38%,1.01,0.9,1.11,2.01,1.91,2.12,25%,33%,14%,3.06,3,3.14,1.5,1.67,1.29,1.56,1.86,1.86,69%,67%,71%,25%,22%,29%,19%,11%,29%,63%,78%,43%,1.55,1.78,1.21,1.57,1.52,1.64
Trelleborg,Landskrona,Suécia - 2ª Divisão da Suécia,"Dom, 04 Agosto 2024",10:00,55%,48%,D E D E V,D V V E E,D E E D V,D E V V V,D V V V E,E V V D V,1.25,1.5,1,2.13,2.38,1.88,31%,38%,25%,2.38,2.63,2.13,1.06,1.25,0.88,1.31,1.38,1.25,56%,63%,50%,25%,38%,13%,25%,13%,38%,44%,75%,13%,1.53,1.73,1.34,1.43,1.38,1.48,63%,75%,50%,2.81,3.25,2.38,1.81,2.13,1.5,1,0.88,0.88,56%,38%,75%,38%,50%,25%,19%,25%,13%,75%,75%,75%,1.55,1.52,1.58,1.2,1.06,1.34
Öster,Brage,Suécia - 2ª Divisão da Suécia,"Dom, 04 Agosto 2024",10:00,55%,48%,D V V V E,V V E V V,D V D V E,V D E V D,V E V V D,D D D E V,1.81,2.25,1.38,1.56,2.13,1,50%,63%,38%,2.63,2.25,3,1.75,1.88,1.63,0.88,0.38,1.38,56%,38%,75%,31%,63%,0%,19%,13%,25%,31%,50%,13%,2.05,2.2,1.92,1.22,1.1,1.34,44%,63%,25%,2.06,2.38,1.75,1.25,1.75,0.75,0.81,1,1,44%,38%,50%,31%,50%,13%,25%,13%,38%,50%,63%,38%,1.6,1.56,1.63,1.4,1.19,1.61
Lausanne Sport,St. Gallen,Suíça - Campeonato Suíço,"Dom, 04 Agosto 2024",09:15,69%,85%,D V,V,D,V D,V,D,1.5,3,0,1.5,3,0,50%,100%,0%,4.5,5,4,1.5,3,0,3,2,4,50%,100%,0%,0%,0%,0%,50%,0%,100%,50%,100%,0%,1.17,1.45,0.88,1.54,1.34,1.73,50%,100%,0%,2.5,4,1,2,4,0,0.5,1,1,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,1.99,1.97,2.01,1.39,1.76,1.02
Winterthur,Yverdon Sport,Suíça - Campeonato Suíço,"Dom, 04 Agosto 2024",11:30,69%,85%,D V,V,D,D D,D,D,1.5,3,0,0,0,0,50%,100%,0%,3.5,1,6,1.5,1,2,2,0,4,50%,0%,100%,50%,100%,0%,0%,0%,0%,50%,100%,0%,1.04,1.02,1.05,2.72,2.01,3.42,0%,0%,0%,3.5,2,5,1,0,2,2.5,3,3,50%,0%,100%,0%,0%,0%,50%,100%,0%,0%,0%,0%,1.09,0.55,1.63,1.7,1.76,1.63
Young Boys,Zürich,Suíça - Campeonato Suíço,"Dom, 04 Agosto 2024",11:30,69%,85%,D D D,D,D D,V V,V,V,0,0,0,3,3,3,0%,0%,0%,3.67,3,4,0.67,1,0.5,3,2,3.5,67%,100%,50%,0%,0%,0%,33%,0%,50%,33%,100%,0%,1.8,1.85,1.78,1.81,1.4,2.02,100%,100%,100%,4,6,2,3,4,2,1,0,0,50%,100%,0%,50%,0%,100%,0%,0%,0%,100%,100%,100%,2.59,3.42,1.76,0.8,1.05,0.55
Vaduz,Wil,Suíça - 2ª Divisão da Suíça,"Dom, 04 Agosto 2024",09:15,71%,64%,D E,E,D,E D,E,D,0.5,1,0,0.5,1,0,0%,0%,0%,1,0,2,0,0,0,1,0,2,0%,0%,0%,50%,100%,0%,100%,100%,100%,0%,0%,0%,1.69,1.95,1.43,1.82,1.72,1.92,0%,0%,0%,3.5,4,3,1.5,2,1,2,2,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,1.41,1.99,0.83,1.43,1.13,1.72
LNZ Cherkasy,Livyi Bereh,Ucrânia - Campeonato Ucraniano,"Dom, 04 Agosto 2024",07:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Obolon-Brovar,Kolos Kovalivka,Ucrânia - Campeonato Ucraniano,"Dom, 04 Agosto 2024",09:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Vorskla,Shakhtar Donetsk,Ucrânia - Campeonato Ucraniano,"Dom, 04 Agosto 2024",09:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Zorya,Inhulets,Ucrânia - Campeonato Ucraniano,"Dom, 04 Agosto 2024",12:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Nacional,Peñarol,Uruguai - Campeonato Uruguaio,"Dom, 04 Agosto 2024",15:00,53%,47%,V V V E V,V V E V V,V V D V V,V V V E V,V V E E V,V V D V V,2.27,2.42,2.1,2.5,2.45,2.55,68%,75%,60%,3.18,3.08,3.3,2.23,2.17,2.3,0.95,0.92,1,50%,50%,50%,45%,50%,40%,14%,8%,20%,68%,75%,60%,1.7,1.76,1.63,0.96,0.97,0.95,77%,73%,82%,2.41,2,2.82,1.86,1.73,2,0.55,0.82,0.82,41%,27%,55%,55%,73%,36%,9%,9%,9%,73%,73%,73%,1.47,1.46,1.49,0.96,0.85,1.08
Bulawayo Chiefs,Dynamos,Zimbábue - Campeonato do Zimbábue,"Dom, 04 Agosto 2024",10:00,39%,26%,D D D V E,D V E D E,D D E E D,E E V D V,E E D V E,V E D E E,1.1,1.6,0.64,1.3,1.45,1.11,24%,40%,9%,1.52,1.5,1.55,0.67,0.9,0.45,0.86,0.6,1.09,33%,40%,27%,38%,40%,36%,52%,40%,64%,38%,40%,36%,1.02,1.07,0.82,1.16,1.14,1.24,25%,27%,22%,1.5,1.91,1,0.75,1,0.44,0.75,0.56,0.56,40%,55%,22%,45%,36%,56%,40%,27%,56%,40%,55%,22%,1.19,1.74,0.91,0.98,1.44,0.75
TelOne,Hwange,Zimbábue - Campeonato do Zimbábue,"Dom, 04 Agosto 2024",10:00,39%,26%,E D E E E,D E E E E,E E V D D,D V D E E,D D E V E,V E D D D,0.95,0.8,1.09,0.76,1,0.5,14%,10%,18%,2.1,2.4,1.82,0.9,1,0.82,1.19,1.4,1,62%,70%,55%,14%,0%,27%,33%,30%,36%,38%,30%,45%,0.84,0.96,0.6,0.63,0.73,0.44,14%,18%,10%,1.76,1.36,2.2,0.57,0.55,0.6,1.19,1.6,1.6,33%,27%,40%,24%,36%,10%,52%,55%,50%,24%,27%,20%,0.3,0,0.63,0.57,0,0.9
Chegutu Pirates,Highlanders,Zimbábue - Campeonato do Zimbábue,"Dom, 04 Agosto 2024",10:00,39%,26%,E E E D V,E D V E D,E E D E D,E D V V D,E V V E E,D V D E E,0.95,1.22,0.73,1.57,1.91,1.2,20%,33%,9%,1.55,2,1.18,0.6,0.89,0.36,0.95,1.11,0.82,35%,56%,18%,45%,33%,55%,50%,22%,73%,25%,44%,9%,0.94,0,1.19,1.3,0,1.55,38%,55%,20%,1.9,1.91,1.9,1.14,1.27,1,0.76,0.9,0.9,43%,36%,50%,48%,55%,40%,24%,18%,30%,57%,73%,40%,1.41,1.45,1.29,1.04,0.98,1.24
CAPS United,Platinum,Zimbábue - Campeonato do Zimbábue,"Dom, 04 Agosto 2024",10:00,39%,26%,D E D E D,D V D E V,D E E D E,V D E V E,V E V V V,D V E V E,1.2,1.4,1,1.95,2.1,1.8,30%,40%,20%,2.05,2.3,1.8,1.1,1.4,0.8,0.95,0.9,1,45%,50%,40%,30%,20%,40%,35%,30%,40%,35%,30%,40%,1.27,1.6,1.05,1.07,1.19,0.99,55%,60%,50%,2.1,2.1,2.1,1.35,1.4,1.3,0.75,0.8,0.8,40%,40%,40%,45%,50%,40%,20%,20%,20%,65%,70%,60%,1.08,0.59,1.2,0.99,0.84,1.03
Bikita Minerals,Arenel Movers,Zimbábue - Campeonato do Zimbábue,"Dom, 04 Agosto 2024",10:00,39%,26%,E E D D E,E D V D V,E D E E E,V V D D D,V D D E D,V D D D D,1.19,1.5,0.91,0.81,1,0.6,24%,40%,9%,1.81,1.7,1.91,0.86,0.9,0.82,0.95,0.8,1.09,48%,40%,55%,29%,30%,27%,38%,40%,36%,29%,40%,18%,0.64,0,0.97,0.68,0,1.01,14%,18%,10%,1.76,1.55,2,0.57,0.64,0.5,1.19,1.5,1.5,38%,36%,40%,29%,36%,20%,62%,64%,60%,14%,27%,0%,0.76,0.87,0,1.04,1.15,0
